,agreement_dist,agreement_nearmiss,pairwise_dist,pairwise_nearmiss
0,0.7378598110305428,0.9684684684684685,0.518785495849716,0.9053079947575361
1,0.7346804304853942,0.9682626839446519,0.5147444298820446,0.9033420707732635
2,0.7350483729111698,0.9685576077396658,0.5150720838794234,0.904871122761031
3,0.7375878734622144,0.9678163444639719,0.5198776758409785,0.9038881607688947
4,0.7384040448450209,0.9690041767421411,0.5199868938401048,0.9074923547400611
5,0.7392355008787346,0.9682557117750439,0.52129750982962,0.9057448667540411
6,0.7377499450670182,0.967699406723797,0.519222367846221,0.9034512887723896
7,0.7354555433589463,0.9684961580680571,0.5158366098733072,0.9038881607688948
8,0.7343732835329012,0.9667142700208723,0.5139799038881607,0.901048492791612
9,0.7359402460456942,0.9675966608084359,0.5162734818698121,0.9031236347750108
10,0.7345929913215423,0.9661650005492695,0.5141983398864133,0.9003931847968545
11,0.7373914954400616,0.9671464674211625,0.5191131498470948,0.9020314547837484
12,0.7362118215776753,0.9675895407602725,0.5168195718654435,0.9032328527741372
13,0.7357723577235772,0.968798066359042,0.5167103538663171,0.9045434687636522
14,0.7370850736425588,0.96834469114091,0.5180209698558322,0.9046526867627785
15,0.7365703614193123,0.967263539492475,0.5171472258628221,0.9026867627785059
16,0.7330326696733033,0.9672203277967221,0.5113586719091305,0.9025775447793796
17,0.7379408856169651,0.9679156136688276,0.5196592398427261,0.9034512887723896
18,0.7386525991867238,0.967798659193318,0.5220620358235036,0.9032328527741371
19,0.7348934300153812,0.9678092726873214,0.5143075578855395,0.9022498907820008
20,0.7303889255108768,0.9666007470885519,0.5084097859327217,0.8985364788117081
21,0.735840756625976,0.9689871329594193,0.5178025338575797,0.9051987767584099
22,0.7369519832985386,0.9680254917042084,0.5176933158584535,0.9038881607688947
23,0.7375824175824176,0.9684615384615385,0.5199868938401049,0.9046526867627785
24,0.7359402460456942,0.9692442882249561,0.5161642638706858,0.9053079947575361
25,0.7378256568099374,0.9687809167857535,0.5191131498470948,0.9064001747487985
26,0.7353264453726094,0.9680149483402946,0.5147444298820446,0.9038881607688948
27,0.7346018477782666,0.9672239331280247,0.5148536478811707,0.9024683267802532
28,0.7357433249093506,0.965718052961213,0.5158366098733072,0.8998470948012232
29,0.7344247884847819,0.9673662234919239,0.5126692878986456,0.9038881607688947
30,0.7370329670329671,0.9663736263736263,0.5179117518567059,0.9012669287898645
31,0.7335164835164835,0.9685714285714285,0.5123416339012669,0.9041065967671473
32,0.7388051490813071,0.9696336230608428,0.5208606378331149,0.9085845347313237
33,0.7374958777618995,0.9685610640870617,0.5203145478374835,0.9043250327653998
34,0.738633867779486,0.9677135954315835,0.5188947138488423,0.9060725207514198
35,0.734731985940246,0.9675966608084359,0.5146352118829183,0.9020314547837484
36,0.7341688654353562,0.9671284080914688,0.5147444298820445,0.9007208387942333
37,0.7367611513952977,0.966820479015601,0.5186762778505898,0.9013761467889908
38,0.7365703614193123,0.9688014940129628,0.5168195718654435,0.9051987767584098
39,0.7345550312740041,0.9663118621749149,0.5131061598951507,0.8997378768020969
40,0.7374725274725275,0.9684615384615385,0.5185670598514635,0.9049803407601573
41,0.7359569088710564,0.9673518742442564,0.5169287898645696,0.9023591087811271
42,0.7362866879190942,0.9702099593272507,0.5172564438619485,0.9069462647444299
43,0.7352811950790861,0.9682557117750439,0.5159458278724334,0.9029051987767583
44,0.7352908830968877,0.9692070823710547,0.5161642638706858,0.9051987767584099
45,0.737119630890915,0.9683620784356806,0.5183486238532109,0.904434250764526
46,0.7406308385536872,0.968238267941532,0.5238095238095237,0.9060725207514198
47,0.7389249203033967,0.9677915796416401,0.5219528178243774,0.9042158147662734
48,0.7358532029447313,0.9690143940226349,0.5167103538663171,0.9046526867627785
49,0.7395650263620387,0.969463971880492,0.5229357798165137,0.9068370467453035
50,0.7355816763704274,0.9678128089640777,0.5151813018785495,0.9038881607688947
51,0.7377391686826479,0.9684407301517484,0.5196592398427261,0.9051987767584098
52,0.7396703296703296,0.9682417582417583,0.5224989078200087,0.9048711227610311
53,0.7386476085761408,0.9685541506322155,0.5206422018348624,0.9061817387505462
54,0.7392833589799956,0.9671356342053199,0.5214067278287461,0.9041065967671471
55,0.7358241758241758,0.9673626373626374,0.5158366098733072,0.9024683267802535
56,0.7385477315170823,0.969240909590245,0.5203145478374835,0.9066186107470511
57,0.7389584706657878,0.9691276642496155,0.5216251638269986,0.9054172127566622
58,0.7312465678198792,0.9666117517847337,0.5083005679335955,0.9005024027959807
59,0.7384852149060129,0.9688908431350994,0.5205329838357361,0.9062909567496723
60,0.7350258270139576,0.9694471919991208,0.514525993883792,0.9061817387505461
61,0.7374258730507358,0.9696903140786295,0.5181301878549585,0.9072739187418085
62,0.7377553261585768,0.9683725016472655,0.5192223678462211,0.9041065967671471
63,0.7378075571177505,0.9695738137082601,0.5185670598514635,0.9067278287461774
64,0.7376923076923076,0.968021978021978,0.519659239842726,0.903560506771516
65,0.7391543108182317,0.9681493684788578,0.5202053298383573,0.905744866754041
66,0.7358241758241758,0.9687912087912088,0.5172564438619484,0.9049803407601573
67,0.7367263933164779,0.9673518742442564,0.5184578418523372,0.9023591087811271
68,0.7364315535047242,0.9671500769061745,0.5168195718654434,0.9026867627785059
69,0.7368652451088151,0.9680149483402946,0.5171472258628221,0.9045434687636523
70,0.7383044146716451,0.9703492202943115,0.5199868938401049,0.9084753167321974
71,0.7386288727752143,0.9690177982860909,0.5205329838357361,0.9064001747487986
72,0.7343149104494011,0.9680254917042084,0.5126692878986456,0.903560506771516
73,0.739292773995168,0.9685921370524928,0.5209698558322412,0.9059633027522935
74,0.7357786075115309,0.9678234131341973,0.5166011358671908,0.902795980777632
75,0.7352747252747253,0.9659340659340659,0.5161642638706858,0.8987549148099607
76,0.7362468430877347,0.9685955858131108,0.5163826998689384,0.9049803407601573
77,0.7379590939080712,0.9681108423136133,0.5200961118392311,0.904434250764526
78,0.7342411596749396,0.9690314078629475,0.513652249890782,0.904434250764526
79,0.7369519832985386,0.9672563454565433,0.5181301878549585,0.9026867627785059
80,0.7360729590154929,0.9678057356334469,0.5161642638706858,0.9044342507645259
81,0.7397561243546084,0.9686916401186422,0.5216251638269986,0.9068370467453037
82,0.7379461834157056,0.9683690280065897,0.518785495849716,0.9053079947575361
83,0.7354817421909371,0.9683238011438627,0.5164919178680646,0.9037789427697686
84,0.7380037333918963,0.9676073350170199,0.5194408038444736,0.9035605067715159
85,0.7337141601669779,0.9678128089640777,0.5117955439056356,0.9033420707732635
86,0.7378651438611904,0.9692510432681748,0.5204237658366098,0.904871122761031
87,0.7346153846153847,0.9681318681318681,0.514089121887287,0.9026867627785059
88,0.7353846153846154,0.9671428571428572,0.5159458278724334,0.9013761467889908
89,0.7384040448450209,0.9677951198065509,0.5218435998252512,0.9025775447793798
90,0.7343732835329012,0.9679226628583983,0.5135430318916558,0.9032328527741371
91,0.7376923076923076,0.9673626373626374,0.5206422018348624,0.9026867627785059
92,0.7351291918636613,0.965475536008796,0.5152905198776758,0.8996286588029707
93,0.7393214011200175,0.9689250027451412,0.5232634338138925,0.9043250327653998
94,0.7367784496976361,0.9692138537658054,0.5186762778505898,0.9054172127566623
95,0.7370675453047776,0.9681493684788578,0.5176933158584535,0.9037789427697686
96,0.7353264453726094,0.9679050340734228,0.5147444298820446,0.903997378768021
97,0.7373859514125536,0.967901505990986,0.5194408038444736,0.9033420707732635
98,0.7370211831851607,0.9690484030293053,0.5174748798602009,0.905744866754041
99,0.7363855950812472,0.9682696530522618,0.515399737876802,0.905744866754041
100,0.7381318681318682,0.9673626373626374,0.5206422018348624,0.9029051987767583
101,0.736205759507584,0.9675752912728072,0.5170380078636959,0.9024683267802532
102,0.7362637362637363,0.9665934065934066,0.5173656618610747,0.9013761467889908
103,0.7351197012958489,0.9684823193498792,0.5155089558759284,0.9042158147662736
104,0.7372294847852356,0.9680325167527188,0.5169287898645696,0.9049803407601573
105,0.7359402460456942,0.9678163444639719,0.5159458278724334,0.9037789427697683
106,0.7388387948097647,0.9680008797009017,0.5215159458278724,0.9049803407601573
107,0.7400043936731108,0.968365553602812,0.5229357798165137,0.9051987767584098
108,0.7385764499121266,0.9684753954305799,0.5211882918304936,0.904871122761031
109,0.7347252747252747,0.9656043956043956,0.5150720838794234,0.8988641328090868
110,0.7373393386795561,0.9673733933867955,0.5174748798602009,0.9038881607688947
111,0.7378598110305428,0.968358602504944,0.5194408038444736,0.9042158147662734
112,0.7377499450670182,0.9667106130520765,0.5193315858453473,0.902249890782001
113,0.7410625893741063,0.967880321196788,0.5254477937964176,0.9046526867627785
114,0.7367784496976361,0.9688840021990105,0.5174748798602009,0.9062909567496723
115,0.7340881609321754,0.9686709904364076,0.514525993883792,0.9026867627785059
116,0.7350774980762889,0.966142684401451,0.514962865880297,0.8999563128003496
117,0.7373393386795561,0.9683620784356806,0.518785495849716,0.9036697247706422
118,0.7389108476064998,0.9687088274044796,0.5191131498470947,0.9068370467453035
119,0.7382129904385097,0.9685679745026926,0.5197684578418522,0.9053079947575361
120,0.7355526257965282,0.967699406723797,0.5145259938837919,0.9037789427697683
121,0.7346221441124781,0.9677065026362038,0.5148536478811707,0.9021406727828747
122,0.7377211295462037,0.9678057356334469,0.5199868938401049,0.9037789427697683
