Basename,Row,Col,Pos,median_score,Adam,Caroline,Clem,Emma,Indira,JoshB,JoshW,Mark,Raf,Yuxuan
DSC_8263.tif,3,3,5,6.0,,,6.0,6.0,,,,6.0,,
DSC_8263.tif,3,3,6,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,1,1,1,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,1,1,2,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,1,1,3,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,1,1,4,2.0,,,2.0,3.0,,,,2.0,,
DSC_8264.tif,1,1,5,5.0,,,5.0,5.0,,,,6.0,,
DSC_8264.tif,1,1,6,5.0,,,5.0,5.0,,,,6.0,,
DSC_8264.tif,1,3,1,6.0,,,6.0,6.0,,,,6.0,,
DSC_8264.tif,1,3,2,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,1,3,3,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,1,3,4,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,1,3,5,6.0,,,6.0,5.0,,,,6.0,,
DSC_8264.tif,1,3,6,6.0,,,6.0,6.0,,,,6.0,,
DSC_8264.tif,2,2,1,5.0,,,5.0,4.0,,,,5.0,,
DSC_8264.tif,2,2,2,5.0,,,5.0,4.0,,,,6.0,,
DSC_8264.tif,2,2,3,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,2,2,4,0.0,,,,0.0,,,,0.0,,
DSC_8264.tif,2,2,5,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,2,2,6,3.0,,,3.0,3.0,,,,3.0,,
DSC_8264.tif,3,1,1,3.0,,,3.0,4.0,,,,3.0,,
DSC_8264.tif,3,1,2,4.0,,,4.0,5.0,,,,4.0,,
DSC_8264.tif,3,1,3,4.0,,,4.0,4.0,,,,3.0,,
DSC_8264.tif,3,1,4,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,3,1,5,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,3,1,6,2.0,,,2.0,2.0,,,,2.0,,
DSC_8264.tif,3,3,1,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,3,3,2,1.0,,,1.0,2.0,,,,1.0,,
DSC_8264.tif,3,3,4,3.0,,,4.0,3.0,,,,3.0,,
DSC_8264.tif,3,3,5,0.0,,,0.0,0.0,,,,0.0,,
DSC_8264.tif,3,3,6,0.0,,,,0.0,,,,0.0,,
DSC_8265.tif,1,1,1,0.0,,,,1.0,0.0,,,,,0.0
DSC_8265.tif,1,1,2,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,1,1,3,2.0,,,,2.0,2.0,,,,,1.0
DSC_8265.tif,1,1,4,5.0,,,,5.0,4.0,,,,,5.0
DSC_8265.tif,1,1,5,6.0,,,,6.0,5.0,,,,,6.0
DSC_8265.tif,1,1,6,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,1,3,1,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,1,3,2,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,1,3,3,2.0,,,,2.0,2.0,,,,,1.0
DSC_8265.tif,1,3,4,3.0,,,,3.0,3.0,,,,,3.0
DSC_8265.tif,1,3,5,4.0,,,,4.0,5.0,,,,,4.0
DSC_8265.tif,1,3,6,5.0,,,,5.0,5.0,,,,,6.0
DSC_8265.tif,2,2,1,4.0,,,,4.0,4.0,,,,,3.0
DSC_8265.tif,2,2,2,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,2,2,3,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,2,2,4,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,2,2,5,3.0,,,,4.0,3.0,,,,,3.0
DSC_8265.tif,2,2,6,4.0,,,,4.0,4.0,,,,,4.0
DSC_8265.tif,3,1,1,5.0,,,,5.0,5.0,,,,,4.0
DSC_8265.tif,3,1,2,5.0,,,,5.0,5.0,,,,,5.0
DSC_8265.tif,3,1,3,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,3,1,4,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,3,1,5,0.0,,,,0.0,0.0,,,,,
DSC_8265.tif,3,1,6,4.0,,,,4.0,4.0,,,,,4.0
DSC_8265.tif,3,3,1,3.0,,,,3.0,3.0,,,,,3.0
DSC_8265.tif,3,3,2,5.0,,,,4.0,5.0,,,,,5.0
DSC_8265.tif,3,3,3,4.0,,,,4.0,4.0,,,,,5.0
DSC_8265.tif,3,3,4,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,3,3,5,0.0,,,,0.0,0.0,,,,,0.0
DSC_8265.tif,3,3,6,0.0,,,,0.0,0.0,,,,,0.0
DSC_8266.tif,1,1,1,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,1,1,2,2.0,,,3.0,2.0,,,,2.0,,
DSC_8266.tif,1,1,3,4.0,,,4.0,4.0,,,,4.0,,
DSC_8266.tif,1,1,4,3.0,,,4.0,3.0,,,,3.0,,
DSC_8266.tif,1,1,5,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,1,1,6,0.0,,,0.0,1.0,,,,0.0,,
DSC_8266.tif,1,3,1,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,1,3,2,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,1,3,3,3.0,,,3.0,3.0,,,,3.0,,
DSC_8266.tif,1,3,4,5.0,,,5.0,6.0,,,,5.0,,
DSC_8266.tif,1,3,5,6.0,,,6.0,6.0,,,,6.0,,
DSC_8266.tif,1,3,6,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,2,2,1,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,2,2,2,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,2,2,3,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,2,2,4,2.0,,,2.0,3.0,,,,2.0,,
DSC_8266.tif,2,2,5,5.0,,,5.0,6.0,,,,5.0,,
DSC_8266.tif,2,2,6,6.0,,,5.0,6.0,,,,6.0,,
DSC_8266.tif,3,1,1,4.0,,,4.0,4.0,,,,5.0,,
DSC_8266.tif,3,1,2,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,3,1,3,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,3,1,4,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,3,1,5,4.0,,,4.0,4.0,,,,5.0,,
DSC_8266.tif,3,1,6,6.0,,,6.0,4.0,,,,6.0,,
DSC_8266.tif,3,3,1,5.0,,,5.0,5.0,,,,6.0,,
DSC_8266.tif,3,3,2,5.0,,,5.0,5.0,,,,5.0,,
DSC_8266.tif,3,3,3,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,3,3,4,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,3,3,5,0.0,,,0.0,0.0,,,,0.0,,
DSC_8266.tif,3,3,6,5.0,,,5.0,,,,,5.0,,
DSC_8267.tif,1,1,1,5.0,,,,5.0,6.0,,,,,5.0
DSC_8267.tif,1,1,2,5.0,,,,5.0,5.0,,,,,4.0
DSC_8267.tif,1,1,3,2.0,,,,2.0,2.0,,,,,2.0
DSC_8267.tif,1,1,4,0.0,,,,0.0,0.0,,,,,0.0
DSC_8267.tif,1,1,5,5.0,,,,5.0,5.0,,,,,5.0
DSC_8267.tif,1,1,6,5.0,,,,5.0,5.0,,,,,5.0
DSC_8267.tif,1,3,1,6.0,,,,6.0,5.0,,,,,6.0
DSC_8267.tif,1,3,2,6.0,,,,6.0,6.0,,,,,6.0
DSC_8267.tif,1,3,3,6.0,,,,6.0,5.0,,,,,6.0
DSC_8267.tif,1,3,4,0.0,,,,0.0,0.0,,,,,0.0
DSC_8267.tif,1,3,5,0.0,,,,0.0,0.0,,,,,0.0
DSC_8267.tif,1,3,6,6.0,,,,6.0,5.0,,,,,6.0
DSC_8267.tif,2,2,1,5.0,,,,6.0,5.0,,,,,4.0
DSC_8267.tif,2,2,2,5.0,,,,6.0,5.0,,,,,4.0
DSC_8267.tif,2,2,3,5.0,,,,6.0,5.0,,,,,5.0
DSC_8267.tif,2,2,4,5.0,,,,5.0,5.0,,,,,5.0
DSC_8267.tif,2,2,5,0.0,,,,0.0,0.0,,,,,0.0
DSC_8267.tif,2,2,6,1.0,,,,1.0,1.0,,,,,2.0
DSC_8267.tif,3,1,1,1.0,,,,1.0,1.0,,,,,1.0
DSC_8267.tif,3,1,2,5.0,,,,6.0,4.0,,,,,5.0
DSC_8267.tif,3,1,3,5.0,,,,6.0,4.0,,,,,5.0
DSC_8267.tif,3,1,4,5.0,,,,6.0,5.0,,,,,5.0
DSC_8267.tif,3,1,5,5.0,,,,6.0,4.0,,,,,5.0
DSC_8267.tif,3,1,6,0.0,,,,0.0,0.0,,,,,0.0
DSC_8267.tif,3,3,1,1.0,,,,1.0,1.0,,,,,1.0
DSC_8267.tif,3,3,2,1.0,,,,1.0,1.0,,,,,1.0
DSC_8267.tif,3,3,3,4.0,,,,4.0,4.0,,,,,4.0
DSC_8267.tif,3,3,4,4.0,,,,5.0,4.0,,,,,4.0
DSC_8267.tif,3,3,5,5.0,,,,5.0,5.0,,,,,4.0
DSC_8267.tif,3,3,6,4.0,,,,5.0,4.0,,,,,4.0
DSC_8268.tif,1,1,1,5.0,,,,,5.0,,,,5.0,4.0
DSC_8268.tif,1,1,2,0.0,,,,,0.0,,,,0.0,0.0
DSC_8268.tif,1,1,3,0.0,,,,,0.0,,,,0.0,0.0
DSC_8268.tif,1,1,4,6.0,,,,,6.0,,,,6.0,4.0
DSC_8268.tif,1,1,5,6.0,,,,,6.0,,,,6.0,5.0
DSC_8268.tif,1,1,6,5.0,,,,,5.0,,,,5.0,5.0
DSC_8268.tif,1,3,1,5.0,,,,,5.0,,,,5.0,4.0
DSC_8268.tif,1,3,2,5.0,,,,,5.0,,,,5.0,5.0
DSC_8268.tif,1,3,3,5.0,,,,,5.0,,,,5.0,5.0
DSC_8268.tif,1,3,4,0.0,,,,,0.0,,,,0.0,0.0
DSC_8268.tif,1,3,5,0.0,,,,,0.0,,,,0.0,0.0
DSC_8268.tif,1,3,6,5.0,,,,,5.0,,,,5.0,4.0
DSC_8268.tif,2,2,1,5.0,,,,,5.0,,,,6.0,5.0
DSC_8268.tif,2,2,2,5.0,,,,,5.0,,,,6.0,5.0
DSC_8268.tif,2,2,3,0.0,,,,,0.0,,,,0.0,0.0
DSC_8268.tif,2,2,4,0.0,,,,,0.0,,,,0.0,0.0
DSC_8268.tif,2,2,5,5.0,,,,,5.0,,,,5.0,5.0
DSC_8268.tif,2,2,6,5.0,,,,,5.0,,,,5.0,5.0
DSC_8268.tif,3,1,1,6.0,,,,,5.0,,,,6.0,6.0
DSC_8268.tif,3,1,2,6.0,,,,,5.0,,,,6.0,6.0
DSC_8268.tif,3,1,3,5.0,,,,,5.0,,,,5.0,6.0
DSC_8268.tif,3,1,4,5.0,,,,,4.0,,,,5.0,5.0
DSC_8268.tif,3,1,5,0.0,,,,,0.0,,,,0.0,0.0
DSC_8268.tif,3,1,6,0.0,,,,,0.0,,,,0.0,0.0
DSC_8268.tif,3,3,1,0.0,,,,,,,,,0.0,0.0
DSC_8268.tif,3,3,2,6.0,,,,,5.0,,,,6.0,6.0
DSC_8268.tif,3,3,3,5.0,,,,,5.0,,,,5.0,5.0
DSC_8268.tif,3,3,4,5.0,,,,,5.0,,,,6.0,5.0
DSC_8268.tif,3,3,5,5.0,,,,,5.0,,,,6.0,5.0
DSC_8269.tif,1,1,1,0.0,,,0.0,,,,0.0,0.0,,
DSC_8269.tif,1,1,2,0.0,,,0.0,,,,0.0,0.0,,
DSC_8269.tif,1,1,3,6.0,,,6.0,,,,6.0,6.0,,
DSC_8269.tif,1,1,4,6.0,,,6.0,,,,6.0,6.0,,
DSC_8269.tif,1,1,5,6.0,,,6.0,,,,6.0,6.0,,
DSC_8269.tif,1,1,6,6.0,,,6.0,,,,5.0,6.0,,
DSC_8269.tif,1,3,1,6.0,,,6.0,,,,6.0,6.0,,
DSC_8269.tif,1,3,2,0.0,,,0.0,,,,0.0,0.0,,
DSC_8269.tif,1,3,3,0.0,,,0.0,,,,0.0,0.0,,
DSC_8269.tif,1,3,4,6.0,,,6.0,,,,6.0,6.0,,
DSC_8269.tif,1,3,5,6.0,,,6.0,,,,6.0,6.0,,
DSC_8269.tif,1,3,6,6.0,,,6.0,,,,6.0,6.0,,
DSC_8269.tif,2,2,1,6.0,,,5.0,,,,6.0,6.0,,
DSC_8269.tif,2,2,2,5.0,,,5.0,,,,5.0,6.0,,
DSC_8269.tif,2,2,3,6.0,,,6.0,,,,4.0,6.0,,
DSC_8269.tif,2,2,4,0.0,,,0.0,,,,0.0,0.0,,
DSC_8269.tif,2,2,5,6.0,,,5.0,,,,6.0,6.0,,
DSC_8269.tif,2,2,6,5.0,,,5.0,,,,5.0,6.0,,
DSC_8269.tif,3,1,1,5.0,,,5.0,,,,5.0,6.0,,
DSC_8269.tif,3,1,2,6.0,,,6.0,,,,6.0,6.0,,
DSC_8269.tif,3,1,3,6.0,,,6.0,,,,5.0,6.0,,
DSC_8269.tif,3,1,4,0.0,,,0.0,,,,0.0,0.0,,
DSC_8269.tif,3,1,5,0.0,,,0.0,,,,0.0,0.0,,
DSC_8269.tif,3,3,1,5.0,,,5.0,,,,5.0,6.0,,
DSC_8269.tif,3,3,2,6.0,,,5.0,,,,6.0,6.0,,
DSC_8269.tif,3,3,3,6.0,,,5.0,,,,6.0,6.0,,
DSC_8269.tif,3,3,4,6.0,,,6.0,,,,6.0,6.0,,
DSC_8269.tif,3,3,5,0.0,,,0.0,,,,0.0,0.0,,
DSC_8269.tif,3,3,6,0.0,,,0.0,,,,0.0,0.0,,
DSC_8270.tif,1,1,1,0.0,,,,0.0,,,,0.0,,0.0
DSC_8270.tif,1,1,2,6.0,,,,6.0,,,,6.0,,6.0
DSC_8270.tif,1,1,3,5.0,,,,5.0,,,,6.0,,5.0
DSC_8270.tif,1,1,4,6.0,,,,6.0,,,,6.0,,5.0
DSC_8270.tif,1,1,5,6.0,,,,6.0,,,,6.0,,6.0
DSC_8270.tif,1,1,6,0.0,,,,1.0,,,,0.0,,0.0
DSC_8270.tif,1,3,1,0.0,,,,1.0,,,,0.0,,0.0
DSC_8270.tif,1,3,2,0.0,,,,1.0,,,,0.0,,0.0
DSC_8270.tif,1,3,3,4.0,,,,4.0,,,,6.0,,4.0
DSC_8270.tif,1,3,4,4.0,,,,4.0,,,,6.0,,4.0
DSC_8270.tif,1,3,5,5.0,,,,5.0,,,,6.0,,5.0
DSC_8270.tif,1,3,6,6.0,,,,6.0,,,,6.0,,5.0
DSC_8270.tif,2,2,1,5.0,,,,5.0,,,,6.0,,4.0
DSC_8270.tif,2,2,2,0.0,,,,0.0,,,,0.0,,0.0
DSC_8270.tif,2,2,3,0.0,,,,0.0,,,,0.0,,0.0
DSC_8270.tif,2,2,4,5.0,,,,5.0,,,,6.0,,4.0
DSC_8270.tif,2,2,5,6.0,,,,6.0,,,,6.0,,5.0
DSC_8270.tif,2,2,6,6.0,,,,6.0,,,,6.0,,5.0
DSC_8270.tif,3,1,1,6.0,,,,5.0,,,,6.0,,6.0
DSC_8270.tif,3,1,2,6.0,,,,5.0,,,,6.0,,6.0
DSC_8270.tif,3,1,3,0.0,,,,1.0,,,,0.0,,0.0
DSC_8270.tif,3,1,4,0.0,,,,1.0,,,,0.0,,0.0
DSC_8270.tif,3,1,5,5.0,,,,5.0,,,,6.0,,5.0
DSC_8270.tif,3,1,6,5.0,,,,5.0,,,,6.0,,5.0
DSC_8270.tif,3,3,1,5.0,,,,5.0,,,,6.0,,4.0
DSC_8270.tif,3,3,2,6.0,,,,6.0,,,,6.0,,5.0
DSC_8270.tif,3,3,3,5.0,,,,5.0,,,,6.0,,4.0
DSC_8270.tif,3,3,4,0.0,,,,0.0,,,,0.0,,0.0
DSC_8270.tif,3,3,5,0.0,,,,0.0,,,,0.0,,0.0
DSC_8270.tif,3,3,6,6.0,,,,6.0,,,,6.0,,5.0
DSC_8534.tif,1,2,1,0.0,,,,0.0,0.0,,,,,0.0
DSC_8534.tif,1,2,2,0.0,,,,0.0,0.0,,,,,0.0
DSC_8534.tif,1,2,3,2.0,,,,3.0,2.0,,,,,2.0
DSC_8534.tif,1,2,4,0.0,,,,1.0,0.0,,,,,0.0
DSC_8534.tif,2,1,1,0.0,,,,0.0,0.0,,,,,0.0
DSC_8534.tif,2,1,2,2.0,,,,3.0,2.0,,,,,1.0
DSC_8534.tif,2,1,3,5.0,,,,5.0,5.0,,,,,6.0
DSC_8534.tif,2,1,4,4.0,,,,4.0,3.0,,,,,4.0
DSC_8534.tif,2,3,1,0.0,,,,0.0,0.0,,,,,0.0
DSC_8534.tif,2,3,2,0.0,,,,0.0,0.0,,,,,0.0
DSC_8534.tif,2,3,3,4.0,,,,4.0,5.0,,,,,4.0
DSC_8534.tif,2,3,4,3.0,,,,3.0,3.0,,,,,3.0
DSC_8534.tif,3,1,1,0.0,,,,0.0,0.0,,,,,0.0
DSC_8534.tif,3,1,2,1.0,,,,1.0,2.0,,,,,1.0
DSC_8534.tif,3,1,3,5.0,,,,5.0,5.0,,,,,4.0
DSC_8534.tif,3,1,4,4.0,,,,4.0,4.0,,,,,3.0
DSC_8534.tif,3,3,1,0.0,,,,0.0,0.0,,,,,0.0
DSC_8534.tif,3,3,2,1.0,,,,1.0,1.0,,,,,0.0
DSC_8534.tif,3,3,3,4.0,,,,4.0,4.0,,,,,5.0
DSC_8534.tif,3,3,4,0.0,,,,,0.0,,,,,0.0
DSC_9227_s2.TIF,1,1,1,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,1,1,2,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,1,1,3,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,1,1,4,5.0,,,,,5.0,,,,6.0,5.0
DSC_9227_s2.TIF,1,1,5,6.0,,,,,5.0,,,,6.0,6.0
DSC_9227_s2.TIF,1,1,6,3.0,,,,,2.0,,,,3.0,3.0
DSC_9227_s2.TIF,1,3,1,4.0,,,,,4.0,,,,4.0,5.0
DSC_9227_s2.TIF,1,3,2,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,1,3,3,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,1,3,4,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,1,3,5,6.0,,,,,5.0,,,,6.0,6.0
DSC_9227_s2.TIF,1,3,6,6.0,,,,,5.0,,,,6.0,6.0
DSC_9227_s2.TIF,2,2,1,6.0,,,,,6.0,,,,6.0,6.0
DSC_9227_s2.TIF,2,2,2,3.0,,,,,3.0,,,,4.0,3.0
DSC_9227_s2.TIF,2,2,3,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,2,2,4,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,2,2,5,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,2,2,6,5.0,,,,,5.0,,,,5.0,6.0
DSC_9227_s2.TIF,3,1,1,5.0,,,,,5.0,,,,5.0,5.0
DSC_9227_s2.TIF,3,1,2,6.0,,,,,6.0,,,,6.0,6.0
DSC_9227_s2.TIF,3,1,3,3.0,,,,,2.0,,,,3.0,3.0
DSC_9227_s2.TIF,3,1,4,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,3,1,5,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,3,1,6,0.0,,,,,0.0,,,,0.0,
DSC_9227_s2.TIF,3,3,1,0.0,,,,,0.0,,,,0.0,
DSC_9227_s2.TIF,3,3,2,5.0,,,,,5.0,,,,5.0,5.0
DSC_9227_s2.TIF,3,3,3,5.0,,,,,5.0,,,,5.0,4.0
DSC_9227_s2.TIF,3,3,4,2.0,,,,,2.0,,,,2.0,2.0
DSC_9227_s2.TIF,3,3,5,0.0,,,,,0.0,,,,0.0,0.0
DSC_9227_s2.TIF,3,3,6,0.0,,,,,0.0,,,,0.0,0.0
DSC_9228_s1.TIF,1,1,1,3.0,,3.0,,,,2.0,3.0,,,
DSC_9228_s1.TIF,1,1,2,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,1,1,3,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,1,1,4,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,1,1,5,5.0,,5.0,,,,5.0,6.0,,,
DSC_9228_s1.TIF,1,1,6,6.0,,6.0,,,,4.0,6.0,,,
DSC_9228_s1.TIF,1,3,1,3.0,,,,,,3.0,3.0,,,
DSC_9228_s1.TIF,1,3,2,2.0,,3.0,,,,2.0,2.0,,,
DSC_9228_s1.TIF,1,3,3,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,1,3,4,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,1,3,5,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,1,3,6,5.0,,5.0,,,,6.0,5.0,,,
DSC_9228_s1.TIF,2,2,1,6.0,,6.0,,,,5.0,6.0,,,
DSC_9228_s1.TIF,2,2,2,6.0,,6.0,,,,5.0,6.0,,,
DSC_9228_s1.TIF,2,2,3,2.0,,3.0,,,,2.0,2.0,,,
DSC_9228_s1.TIF,2,2,4,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,2,2,5,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,2,2,6,1.0,,1.0,,,,1.0,1.0,,,
DSC_9228_s1.TIF,3,1,1,0.0,,,,,,0.0,0.0,,,
DSC_9228_s1.TIF,3,1,2,6.0,,6.0,,,,5.0,6.0,,,
DSC_9228_s1.TIF,3,1,3,5.0,,5.0,,,,5.0,5.0,,,
DSC_9228_s1.TIF,3,1,4,2.0,,2.0,,,,2.0,2.0,,,
DSC_9228_s1.TIF,3,1,5,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,3,1,6,0.0,,0.0,,,,0.0,1.0,,,
DSC_9228_s1.TIF,3,3,1,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,3,3,2,0.0,,0.0,,,,0.0,0.0,,,
DSC_9228_s1.TIF,3,3,3,6.0,,5.0,,,,6.0,6.0,,,
DSC_9228_s1.TIF,3,3,4,6.0,,5.0,,,,6.0,6.0,,,
DSC_9228_s1.TIF,3,3,5,3.0,,3.0,,,,2.0,4.0,,,
DSC_9228_s1.TIF,3,3,6,0.0,,0.0,,,,,0.0,,,
DSC_9231.TIF,1,1,1,6.0,,,,,,6.0,6.0,,5.0,
DSC_9231.TIF,1,1,2,5.0,,,,,,5.0,6.0,,5.0,
DSC_9231.TIF,1,1,3,5.0,,,,,,5.0,6.0,,5.0,
DSC_9231.TIF,1,1,5,4.0,,,,,,3.0,4.0,,4.0,
DSC_9231.TIF,1,3,1,2.0,,,,,,3.0,1.0,,2.0,
DSC_9231.TIF,1,3,4,4.0,,,,,,4.0,4.0,,4.0,
DSC_9231.TIF,1,3,5,4.0,,,,,,4.0,4.0,,4.0,
DSC_9231.TIF,1,3,6,4.0,,,,,,4.0,4.0,,4.0,
DSC_9231.TIF,2,2,1,5.0,,,,,,5.0,6.0,,5.0,
DSC_9231.TIF,2,2,2,6.0,,,,,,6.0,6.0,,6.0,
DSC_9231.TIF,2,2,3,4.0,,,,,,4.0,3.0,,4.0,
DSC_9231.TIF,2,2,5,5.0,,,,,,5.0,5.0,,5.0,
DSC_9231.TIF,3,1,1,5.0,,,,,,4.0,5.0,,5.0,
DSC_9231.TIF,3,1,2,4.0,,,,,,3.0,4.0,,4.0,
DSC_9231.TIF,3,1,3,3.0,,,,,,2.0,3.0,,3.0,
DSC_9231.TIF,3,1,6,3.0,,,,,,3.0,3.0,,3.0,
DSC_9231.TIF,3,3,2,2.0,,,,,,3.0,2.0,,2.0,
DSC_9231.TIF,3,3,4,6.0,,,,,,5.0,6.0,,6.0,
DSC_9231.TIF,3,3,5,5.0,,,,,,4.0,6.0,,5.0,
DSC_9231.TIF,3,3,6,5.0,,,,,,4.0,5.0,,5.0,
DSC_9232.TIF,1,1,2,3.0,6.0,,,,,,,,3.0,3.0
DSC_9232.TIF,1,1,4,6.0,6.0,,,,,,,,6.0,5.0
DSC_9232.TIF,1,1,5,6.0,6.0,,,,,,,,6.0,6.0
DSC_9232.TIF,1,1,6,5.0,6.0,,,,,,,,5.0,4.0
DSC_9232.TIF,1,3,1,4.0,6.0,,,,,,,,4.0,4.0
DSC_9232.TIF,1,3,2,5.0,6.0,,,,,,,,5.0,5.0
DSC_9232.TIF,1,3,3,6.0,6.0,,,,,,,,5.0,6.0
DSC_9232.TIF,1,3,4,3.0,3.0,,,,,,,,3.0,3.0
DSC_9232.TIF,2,2,1,5.0,6.0,,,,,,,,5.0,5.0
DSC_9232.TIF,2,2,2,5.0,6.0,,,,,,,,5.0,4.0
DSC_9232.TIF,2,2,3,4.0,6.0,,,,,,,,4.0,4.0
DSC_9232.TIF,2,2,6,3.0,3.0,,,,,,,,3.0,2.0
DSC_9232.TIF,3,1,1,4.0,6.0,,,,,,,,4.0,4.0
DSC_9232.TIF,3,1,2,5.0,6.0,,,,,,,,4.0,5.0
DSC_9232.TIF,3,1,3,5.0,6.0,,,,,,,,4.0,5.0
DSC_9232.TIF,3,1,5,2.0,3.0,,,,,,,,2.0,2.0
DSC_9232.TIF,3,3,1,5.0,6.0,,,,,,,,5.0,5.0
DSC_9232.TIF,3,3,4,6.0,6.0,,,,,,,,6.0,5.0
DSC_9232.TIF,3,3,5,6.0,6.0,,,,,,,,6.0,6.0
DSC_9232.TIF,3,3,6,6.0,6.0,,,,,,,,5.0,6.0
DSC_9233.TIF,1,1,1,0.0,0.0,,,,,,,0.0,,0.0
DSC_9233.TIF,1,1,6,4.0,6.0,,,,,,,4.0,,4.0
DSC_9233.TIF,1,3,1,0.0,0.0,,,,,,,0.0,,0.0
DSC_9233.TIF,1,3,6,2.0,6.0,,,,,,,2.0,,2.0
DSC_9233.TIF,2,2,2,2.0,3.0,,,,,,,2.0,,2.0
DSC_9233.TIF,2,2,5,0.0,0.0,,,,,,,0.0,,0.0
DSC_9233.TIF,3,1,2,0.0,1.0,,,,,,,0.0,,0.0
DSC_9233.TIF,3,1,5,0.0,0.0,,,,,,,0.0,,0.0
DSC_9233.TIF,3,3,1,0.0,0.0,,,,,,,0.0,,0.0
DSC_9233.TIF,3,3,6,2.0,4.0,,,,,,,2.0,,1.0
DSC_9234.TIF,1,1,2,0.0,0.0,,,,,,,0.0,,0.0
DSC_9234.TIF,1,1,5,3.0,4.0,,,,,,,3.0,,3.0
DSC_9234.TIF,1,3,2,3.0,4.0,,,,,,,3.0,,3.0
DSC_9234.TIF,1,3,5,0.0,1.0,,,,,,,0.0,,0.0
DSC_9234.TIF,2,2,2,3.0,4.0,,,,,,,3.0,,3.0
DSC_9234.TIF,2,2,5,0.0,0.0,,,,,,,0.0,,0.0
DSC_9234.TIF,3,1,2,0.0,0.0,,,,,,,0.0,,0.0
DSC_9234.TIF,3,1,5,3.0,4.0,,,,,,,3.0,,3.0
DSC_9234.TIF,3,3,2,0.0,0.0,,,,,,,0.0,,0.0
DSC_9234.TIF,3,3,5,4.0,6.0,,,,,,,4.0,,4.0
DSC_9235.TIF,1,1,1,3.0,4.0,,,,,,,2.0,,3.0
