Basename,Row,Col,Pos,median_score,Adam,Caroline,Clem,Emma,Indira,JoshB,JoshW,Mark,Raf,Yuxuan
DSC_0103.TIF,1,1,1,3.0,,,,,,,2.0,,3.0,3.0
DSC_0103.TIF,1,1,2,4.0,,,,,,,4.0,,4.0,4.0
DSC_0103.TIF,1,1,3,3.0,,,,,,,3.0,,3.0,3.0
DSC_0103.TIF,1,1,5,3.0,,,,,,,3.0,,3.0,3.0
DSC_0103.TIF,1,3,1,2.0,,,,,,,2.0,,4.0,2.0
DSC_0103.TIF,1,3,4,5.0,,,,,,,5.0,,5.0,4.0
DSC_0103.TIF,1,3,5,5.0,,,,,,,5.0,,5.0,5.0
DSC_0103.TIF,1,3,6,5.0,,,,,,,6.0,,5.0,4.0
DSC_0103.TIF,2,2,1,3.0,,,,,,,2.0,,3.0,3.0
DSC_0103.TIF,2,2,2,3.0,,,,,,,2.0,,3.0,3.0
DSC_0103.TIF,2,2,3,4.0,,,,,,,2.0,,4.0,4.0
DSC_0103.TIF,2,2,4,1.0,,,,,,,1.0,,2.0,1.0
DSC_0103.TIF,3,1,1,3.0,,,,,,,1.0,,3.0,3.0
DSC_0103.TIF,3,1,4,3.0,,,,,,,3.0,,4.0,3.0
DSC_0103.TIF,3,1,5,4.0,,,,,,,3.0,,4.0,4.0
DSC_0103.TIF,3,1,6,4.0,,,,,,,2.0,,4.0,4.0
DSC_0103.TIF,3,3,2,2.0,,,,,,,2.0,,3.0,2.0
DSC_0103.TIF,3,3,4,3.0,,,,,,,3.0,,4.0,3.0
DSC_0103.TIF,3,3,5,5.0,,,,,,,4.0,,5.0,6.0
DSC_0103.TIF,3,3,6,4.0,,,,,,,3.0,,4.0,4.0
DSC_0104.TIF,1,1,2,1.0,,1.0,,1.0,,1.0,,,,
DSC_0104.TIF,1,1,4,2.0,,4.0,,2.0,,2.0,,,,
DSC_0104.TIF,1,1,5,2.0,,4.0,,2.0,,2.0,,,,
DSC_0104.TIF,1,1,6,2.0,,4.0,,1.0,,2.0,,,,
DSC_0104.TIF,1,3,1,4.0,,5.0,,4.0,,3.0,,,,
DSC_0104.TIF,1,3,2,4.0,,5.0,,4.0,,4.0,,,,
DSC_0104.TIF,1,3,3,3.0,,3.0,,3.0,,3.0,,,,
DSC_0104.TIF,1,3,4,2.0,,1.0,,2.0,,2.0,,,,
DSC_0104.TIF,2,2,1,2.0,,1.0,,2.0,,2.0,,,,
DSC_0104.TIF,2,2,2,2.0,,2.0,,4.0,,2.0,,,,
DSC_0104.TIF,2,2,3,3.0,,3.0,,4.0,,3.0,,,,
DSC_0104.TIF,2,2,4,3.0,,2.0,,3.0,,3.0,,,,
DSC_0104.TIF,3,1,2,2.0,,2.0,,3.0,,1.0,,,,
DSC_0104.TIF,3,1,4,4.0,,4.0,,4.0,,4.0,,,,
DSC_0104.TIF,3,1,5,4.0,,4.0,,4.0,,4.0,,,,
DSC_0104.TIF,3,1,6,3.0,,3.0,,3.0,,3.0,,,,
DSC_0104.TIF,3,3,1,3.0,,3.0,,3.0,,4.0,,,,
DSC_0104.TIF,3,3,2,4.0,,4.0,,4.0,,4.0,,,,
DSC_0104.TIF,3,3,3,4.0,,4.0,,4.0,,4.0,,,,
DSC_0104.TIF,3,3,4,4.0,,4.0,,4.0,,4.0,,,,
DSC_0105.TIF,1,1,3,0.0,,,,,,,0.0,,0.0,0.0
DSC_0105.TIF,1,1,4,0.0,,,,,,,0.0,,0.0,0.0
DSC_0105.TIF,1,3,2,0.0,,,,,,,0.0,,0.0,0.0
DSC_0105.TIF,1,3,5,0.0,,,,,,,0.0,,0.0,0.0
DSC_0105.TIF,2,2,1,0.0,,,,,,,0.0,,0.0,0.0
DSC_0105.TIF,2,2,6,0.0,,,,,,,0.0,,0.0,0.0
DSC_0105.TIF,3,1,2,1.0,,,,,,,1.0,,1.0,1.0
DSC_0105.TIF,3,1,5,0.0,,,,,,,0.0,,0.0,0.0
DSC_0105.TIF,3,3,1,0.0,,,,,,,0.0,,0.0,0.0
DSC_0105.TIF,3,3,6,0.0,,,,,,,0.0,,0.0,0.0
DSC_0106.TIF,1,1,3,0.0,,,,,,,,,0.0,0.0
DSC_0106.TIF,1,1,4,1.0,1.0,,,,,,,,0.0,1.0
DSC_0106.TIF,1,3,1,0.0,0.0,,,,,,,,0.0,0.0
DSC_0106.TIF,1,3,6,0.0,0.0,,,,,,,,0.0,0.0
DSC_0106.TIF,2,2,1,1.0,1.0,,,,,,,,0.0,1.0
DSC_0106.TIF,2,2,6,0.0,0.0,,,,,,,,0.0,0.0
DSC_0106.TIF,3,1,2,0.0,0.0,,,,,,,,0.0,0.0
DSC_0106.TIF,3,1,5,0.0,0.0,,,,,,,,0.0,0.0
DSC_0106.TIF,3,3,3,0.0,0.0,,,,,,,,0.0,0.0
DSC_0106.TIF,3,3,4,0.0,0.0,,,,,,,,0.0,0.0
DSC_0107.TIF,1,1,2,0.0,,,,,,0.0,0.0,,0.0,
DSC_0107.TIF,1,1,5,2.0,,,,,,,2.0,,2.0,
DSC_0107.TIF,1,3,3,1.0,,,,,,1.0,1.0,,1.0,
DSC_0107.TIF,1,3,4,1.0,,,,,,1.0,1.0,,1.0,
DSC_0107.TIF,2,2,3,0.0,,,,,,0.0,0.0,,0.0,
DSC_0107.TIF,2,2,4,1.0,,,,,,1.0,1.0,,1.0,
DSC_0107.TIF,3,1,2,0.0,,,,,,0.0,0.0,,0.0,
DSC_0107.TIF,3,1,5,0.0,,,,,,0.0,0.0,,0.0,
DSC_0107.TIF,3,3,3,0.0,,,,,,0.0,0.0,,0.0,
DSC_0107.TIF,3,3,4,0.0,,,,,,0.0,0.0,,0.0,
DSC_0108.TIF,1,1,1,0.0,,0.0,,0.0,,,,0.0,,
DSC_0108.TIF,1,1,6,1.0,,1.0,,1.0,,,,1.0,,
DSC_0108.TIF,1,3,2,0.0,,0.0,,0.0,,,,0.0,,
DSC_0108.TIF,1,3,5,3.0,,3.0,,4.0,,,,2.0,,
DSC_0108.TIF,2,2,1,0.0,,0.0,,,,,,0.0,,
DSC_0108.TIF,2,2,2,4.0,,4.0,,4.0,,,,2.0,,
DSC_0108.TIF,2,2,5,0.0,,1.0,,0.0,,,,0.0,,
DSC_0108.TIF,3,1,3,1.0,,1.0,,1.0,,,,1.0,,
DSC_0108.TIF,3,1,4,0.0,,0.0,,0.0,,,,1.0,,
DSC_0108.TIF,3,3,2,0.0,,0.0,,0.0,,,,0.0,,
DSC_0108.TIF,3,3,5,0.0,,0.0,,0.0,,,,0.0,,
DSC_0109.TIF,1,1,3,5.0,6.0,,,,,,,5.0,,5.0
DSC_0109.TIF,1,1,4,5.0,5.0,,,,,,,5.0,,4.0
DSC_0109.TIF,1,3,1,3.0,4.0,,,,,,,3.0,,2.0
DSC_0109.TIF,1,3,6,3.0,4.0,,,,,,,3.0,,3.0
DSC_0109.TIF,2,2,2,3.0,4.0,,,,,,,2.0,,3.0
DSC_0109.TIF,2,2,5,5.0,6.0,,,,,,,5.0,,5.0
DSC_0109.TIF,3,1,3,3.0,4.0,,,,,,,3.0,,3.0
DSC_0109.TIF,3,1,4,2.0,3.0,,,,,,,2.0,,1.0
DSC_0109.TIF,3,3,1,1.0,2.0,,,,,,,1.0,,1.0
DSC_0109.TIF,3,3,6,2.0,3.0,,,,,,,1.0,,2.0
DSC_0110.TIF,1,1,3,4.0,,,,,,4.0,3.0,,5.0,
DSC_0110.TIF,1,1,4,3.0,,,,,,3.0,2.0,,4.0,
DSC_0110.TIF,1,3,2,5.0,,,,,,5.0,3.0,,5.0,
DSC_0110.TIF,1,3,5,5.0,,,,,,5.0,3.0,,5.0,
DSC_0110.TIF,2,2,2,3.0,,,,,,3.0,2.0,,4.0,
DSC_0110.TIF,2,2,5,2.0,,,,,,2.0,1.0,,2.0,
DSC_0110.TIF,3,1,1,2.0,,,,,,2.0,0.0,,2.0,
DSC_0110.TIF,3,1,6,2.0,,,,,,2.0,1.0,,2.0,
DSC_0110.TIF,3,3,2,2.0,,,,,,3.0,1.0,,2.0,
DSC_0110.TIF,3,3,5,2.0,,,,,,4.0,1.0,,2.0,
DSC_0111.TIF,1,1,2,2.0,,1.0,,2.0,,,,2.0,,
DSC_0111.TIF,1,1,4,2.0,,1.0,,2.0,,,,2.0,,
DSC_0111.TIF,1,1,5,4.0,,3.0,,4.0,,,,4.0,,
DSC_0111.TIF,1,1,6,2.0,,2.0,,2.0,,,,2.0,,
DSC_0111.TIF,1,3,1,1.0,,0.0,,1.0,,,,1.0,,
DSC_0111.TIF,1,3,2,1.0,,0.0,,1.0,,,,1.0,,
DSC_0111.TIF,1,3,3,5.0,,3.0,,5.0,,,,5.0,,
DSC_0111.TIF,2,2,1,3.0,,1.0,,3.0,,,,3.0,,
DSC_0111.TIF,2,2,2,2.0,,1.0,,2.0,,,,2.0,,
DSC_0111.TIF,2,2,3,3.0,,2.0,,4.0,,,,3.0,,
DSC_0111.TIF,2,2,4,1.0,,1.0,,1.0,,,,3.0,,
DSC_0111.TIF,3,1,2,0.0,,0.0,,0.0,,,,,,
DSC_0111.TIF,3,1,4,1.0,,1.0,,1.0,,,,2.0,,
DSC_0111.TIF,3,1,5,3.0,,2.0,,3.0,,,,3.0,,
DSC_0111.TIF,3,1,6,0.0,,0.0,,0.0,,,,1.0,,
DSC_0111.TIF,3,3,1,0.0,,0.0,,0.0,,,,1.0,,
DSC_0111.TIF,3,3,2,1.0,,1.0,,1.0,,,,1.0,,
DSC_0111.TIF,3,3,3,2.0,,1.0,,2.0,,,,3.0,,
DSC_0111.TIF,3,3,4,0.0,,0.0,,1.0,,,,0.0,,
DSC_0112.TIF,1,1,2,4.0,,,,,,,4.0,,5.0,4.0
DSC_0112.TIF,1,1,4,1.0,,,,,,,1.0,,1.0,2.0
DSC_0112.TIF,1,1,5,4.0,,,,,,,3.0,,4.0,4.0
DSC_0112.TIF,1,1,6,3.0,,,,,,,2.0,,3.0,3.0
DSC_0112.TIF,1,3,1,3.0,,,,,,,1.0,,3.0,3.0
DSC_0112.TIF,1,3,2,3.0,,,,,,,1.0,,3.0,4.0
DSC_0112.TIF,1,3,3,3.0,,,,,,,2.0,,3.0,4.0
DSC_0112.TIF,1,3,6,3.0,,,,,,,1.0,,3.0,3.0
DSC_0112.TIF,2,2,2,0.0,,,,,,,0.0,,0.0,0.0
DSC_0112.TIF,2,2,4,1.0,,,,,,,0.0,,1.0,1.0
DSC_0112.TIF,2,2,5,3.0,,,,,,,1.0,,3.0,4.0
DSC_0112.TIF,2,2,6,0.0,,,,,,,0.0,,0.0,0.0
DSC_0112.TIF,3,1,1,1.0,,,,,,,1.0,,2.0,1.0
DSC_0112.TIF,3,1,2,4.0,,,,,,,2.0,,4.0,4.0
DSC_0112.TIF,3,1,3,1.0,,,,,,,1.0,,2.0,1.0
DSC_0112.TIF,3,1,5,3.0,,,,,,,2.0,,3.0,3.0
DSC_0112.TIF,3,3,3,1.0,,,,,,,0.0,,1.0,1.0
DSC_0112.TIF,3,3,4,4.0,,,,,,,1.0,,4.0,4.0
DSC_0112.TIF,3,3,5,3.0,,,,,,,1.0,,3.0,3.0
DSC_0112.TIF,3,3,6,2.0,,,,,,,1.0,,2.0,2.0
DSC_0113.TIF,1,1,1,0.0,,,,,,,,0.0,,0.0
DSC_0113.TIF,1,1,2,0.0,,,,,,,,0.0,,0.0
DSC_0113.TIF,1,1,3,3.0,3.0,,,,,,,3.0,,3.0
DSC_0113.TIF,1,1,4,0.0,0.0,,,,,,,0.0,,0.0
DSC_0113.TIF,1,3,2,0.0,,,,,,,,0.0,,0.0
DSC_0113.TIF,1,3,5,0.0,0.0,,,,,,,0.0,,0.0
DSC_0113.TIF,2,2,1,0.0,0.0,,,,,,,,,0.0
DSC_0113.TIF,2,2,4,0.0,2.0,,,,,,,0.0,,0.0
DSC_0113.TIF,2,2,5,1.0,3.0,,,,,,,0.0,,1.0
DSC_0113.TIF,2,2,6,1.0,3.0,,,,,,,1.0,,1.0
DSC_0113.TIF,3,1,5,3.0,3.0,,,,,,,1.0,,3.0
DSC_0113.TIF,3,3,2,0.0,0.0,,,,,,,0.0,,0.0
DSC_0113.TIF,3,3,5,2.0,3.0,,,,,,,2.0,,2.0
DSC_0113.TIF,3,3,6,2.0,,,,,,,,2.0,,2.0
DSC_0114.TIF,1,1,2,0.0,0.0,,,,,,,,0.0,0.0
DSC_0114.TIF,1,1,4,1.0,3.0,,,,,,,,1.0,1.0
DSC_0114.TIF,1,1,5,1.0,4.0,,,,,,,,0.0,1.0
DSC_0114.TIF,1,1,6,1.0,4.0,,,,,,,,0.0,1.0
DSC_0114.TIF,1,3,1,1.0,,,,,,,,,1.0,1.0
DSC_0114.TIF,1,3,5,0.0,,,,,,,,,0.0,0.0
DSC_0114.TIF,2,2,1,3.0,6.0,,,,,,,,1.0,3.0
DSC_0114.TIF,2,2,2,3.0,5.0,,,,,,,,1.0,3.0
DSC_0114.TIF,2,2,3,1.0,5.0,,,,,,,,1.0,1.0
DSC_0114.TIF,2,2,4,0.0,0.0,,,,,,,,0.0,0.0
DSC_0114.TIF,3,1,3,0.0,0.0,,,,,,,,0.0,0.0
DSC_0114.TIF,3,1,6,0.0,,,,,,,,,0.0,0.0
DSC_0114.TIF,3,3,1,0.0,,,,,,,,,0.0,0.0
DSC_0114.TIF,3,3,6,0.0,,,,,,,,,0.0,0.0
DSC_0207.TIF,1,1,1,5.0,6.0,,,,,,,,5.0,4.0
DSC_0207.TIF,1,1,2,5.0,,,,,,,,,5.0,5.0
DSC_0207.TIF,1,1,5,6.0,6.0,,,,,,,,6.0,6.0
DSC_0207.TIF,1,3,2,6.0,6.0,,,,,,,,6.0,6.0
DSC_0207.TIF,1,3,4,6.0,6.0,,,,,,,,6.0,4.0
DSC_0207.TIF,1,3,5,6.0,6.0,,,,,,,,6.0,6.0
DSC_0207.TIF,1,3,6,5.0,6.0,,,,,,,,5.0,4.0
DSC_0207.TIF,2,2,2,6.0,6.0,,,,,,,,6.0,6.0
DSC_0207.TIF,2,2,3,6.0,6.0,,,,,,,,6.0,6.0
DSC_0207.TIF,2,2,4,5.0,6.0,,,,,,,,5.0,5.0
DSC_0207.TIF,2,2,5,6.0,6.0,,,,,,,,6.0,6.0
DSC_0207.TIF,2,2,6,5.0,6.0,,,,,,,,5.0,4.0
DSC_0207.TIF,3,1,1,4.0,6.0,,,,,,,,4.0,4.0
DSC_0207.TIF,3,1,2,6.0,6.0,,,,,,,,6.0,6.0
DSC_0207.TIF,3,1,3,6.0,6.0,,,,,,,,5.0,6.0
DSC_0207.TIF,3,1,6,4.0,5.0,,,,,,,,3.0,4.0
DSC_0207.TIF,3,3,2,4.0,5.0,,,,,,,,4.0,4.0
DSC_0207.TIF,3,3,4,4.0,4.0,,,,,,,,4.0,3.0
DSC_0207.TIF,3,3,5,5.0,6.0,,,,,,,,5.0,5.0
DSC_0207.TIF,3,3,6,4.0,5.0,,,,,,,,3.0,4.0
DSC_0208.TIF,1,1,1,5.0,,4.0,,6.0,,,,5.0,,
DSC_0208.TIF,1,1,2,5.0,,4.0,,6.0,,,,5.0,,
DSC_0208.TIF,1,1,3,4.0,,3.0,,5.0,,,,4.0,,
DSC_0208.TIF,1,1,6,4.0,,2.0,,5.0,,,,4.0,,
DSC_0208.TIF,1,3,1,4.0,,4.0,,6.0,,,,4.0,,
DSC_0208.TIF,1,3,2,5.0,,4.0,,6.0,,,,5.0,,
DSC_0208.TIF,1,3,3,5.0,,4.0,,6.0,,,,5.0,,
DSC_0208.TIF,1,3,6,3.0,,3.0,,4.0,,,,3.0,,
DSC_0208.TIF,2,2,3,6.0,,6.0,,6.0,,,,6.0,,
DSC_0208.TIF,2,2,4,6.0,,5.0,,6.0,,,,6.0,,
DSC_0208.TIF,2,2,5,6.0,,5.0,,6.0,,,,6.0,,
DSC_0208.TIF,2,2,6,6.0,,6.0,,6.0,,,,6.0,,
DSC_0208.TIF,3,1,1,2.0,,1.0,,3.0,,,,2.0,,
DSC_0208.TIF,3,1,2,3.0,,1.0,,3.0,,,,3.0,,
DSC_0208.TIF,3,1,3,4.0,,2.0,,4.0,,,,5.0,,
DSC_0208.TIF,3,1,4,4.0,,2.0,,4.0,,,,5.0,,
DSC_0208.TIF,3,3,2,2.0,,2.0,,3.0,,,,2.0,,
DSC_0208.TIF,3,3,4,3.0,,2.0,,3.0,,,,3.0,,
DSC_0208.TIF,3,3,5,5.0,,3.0,,5.0,,,,5.0,,
DSC_0208.TIF,3,3,6,3.0,,2.0,,3.0,,,,3.0,,
DSC_0209.TIF,1,1,1,0.0,,0.0,,,,0.0,0.0,,,
DSC_0209.TIF,1,1,6,0.0,,0.0,,,,0.0,0.0,,,
DSC_0209.TIF,1,3,2,0.0,,0.0,,,,0.0,0.0,,,
DSC_0209.TIF,1,3,5,0.0,,1.0,,,,0.0,0.0,,,
DSC_0209.TIF,2,2,2,1.0,,1.0,,,,1.0,0.0,,,
DSC_0209.TIF,2,2,5,0.0,,1.0,,,,0.0,0.0,,,
DSC_0209.TIF,3,1,1,0.0,,0.0,,,,0.0,0.0,,,
DSC_0209.TIF,3,1,6,1.0,,1.0,,,,1.0,0.0,,,
DSC_0209.TIF,3,3,1,1.0,,1.0,,,,1.0,0.0,,,
DSC_0209.TIF,3,3,6,0.0,,0.0,,,,0.0,0.0,,,
DSC_0210.TIF,1,1,2,1.0,2.0,,,,,,,1.0,,1.0
DSC_0210.TIF,1,1,5,1.0,3.0,,,,,,,1.0,,1.0
DSC_0210.TIF,1,3,1,1.0,1.0,,,,,,,1.0,,1.0
DSC_0210.TIF,1,3,6,1.0,1.0,,,,,,,1.0,,0.0
DSC_0210.TIF,2,2,2,1.0,2.0,,,,,,,1.0,,1.0
DSC_0210.TIF,2,2,5,3.0,5.0,,,,,,,2.0,,3.0
DSC_0210.TIF,3,1,2,0.0,0.0,,,,,,,0.0,,0.0
DSC_0210.TIF,3,1,5,0.0,0.0,,,,,,,0.0,,0.0
DSC_0210.TIF,3,3,1,0.0,0.0,,,,,,,0.0,,0.0
DSC_0210.TIF,3,3,6,0.0,0.0,,,,,,,0.0,,0.0
DSC_0211.TIF,1,1,2,3.0,5.0,,,,,,,2.0,,3.0
DSC_0211.TIF,1,1,5,1.0,1.0,,,,,,,1.0,,0.0
DSC_0211.TIF,1,3,3,0.0,0.0,,,,,,,0.0,,0.0
DSC_0211.TIF,1,3,4,2.0,2.0,,,,,,,1.0,,2.0
DSC_0211.TIF,2,2,1,1.0,2.0,,,,,,,1.0,,1.0
DSC_0211.TIF,2,2,6,4.0,4.0,,,,,,,3.0,,5.0
DSC_0211.TIF,3,1,2,1.0,2.0,,,,,,,0.0,,1.0
DSC_0211.TIF,3,1,5,3.0,4.0,,,,,,,3.0,,3.0
DSC_0211.TIF,3,3,3,4.0,5.0,,,,,,,3.0,,4.0
DSC_0211.TIF,3,3,4,3.0,3.0,,,,,,,2.0,,3.0
DSC_0212.TIF,1,1,1,5.0,,4.0,,5.0,,,,5.0,,
DSC_0212.TIF,1,1,2,4.0,,3.0,,4.0,,,,4.0,,
DSC_0212.TIF,1,1,3,4.0,,3.0,,4.0,,,,4.0,,
DSC_0212.TIF,1,1,6,2.0,,2.0,,2.0,,,,3.0,,
DSC_0212.TIF,1,3,3,1.0,,1.0,,1.0,,,,3.0,,
DSC_0212.TIF,1,3,4,4.0,,4.0,,5.0,,,,4.0,,
DSC_0212.TIF,1,3,5,2.0,,2.0,,2.0,,,,3.0,,
DSC_0212.TIF,1,3,6,0.0,,0.0,,0.0,,,,0.0,,
DSC_0212.TIF,2,2,1,3.0,,2.0,,3.0,,,,3.0,,
DSC_0212.TIF,2,2,6,1.0,,1.0,,1.0,,,,2.0,,
DSC_0212.TIF,3,1,2,2.0,,1.0,,2.0,,,,3.0,,
DSC_0212.TIF,3,1,5,4.0,,3.0,,4.0,,,,4.0,,
DSC_0212.TIF,3,3,1,1.0,,1.0,,,,,,1.0,,
DSC_0212.TIF,3,3,2,1.0,,1.0,,,,,,1.0,,
DSC_0212.TIF,3,3,3,3.0,,3.0,,3.0,,,,4.0,,
DSC_0213.TIF,1,1,1,6.0,,,,,,,6.0,,6.0,6.0
DSC_0213.TIF,1,1,6,5.0,,,,,,,5.0,,6.0,5.0
DSC_0213.TIF,1,3,2,4.0,,,,,,,4.0,,5.0,4.0
DSC_0213.TIF,1,3,5,5.0,,,,,,,5.0,,5.0,5.0
DSC_0213.TIF,2,2,3,6.0,,,,,,,6.0,,6.0,6.0
DSC_0213.TIF,2,2,4,5.0,,,,,,,5.0,,6.0,5.0
DSC_0213.TIF,3,1,2,4.0,,,,,,,4.0,,5.0,4.0
DSC_0213.TIF,3,1,5,4.0,,,,,,,3.0,,4.0,4.0
DSC_0213.TIF,3,3,3,3.0,,,,,,,2.0,,3.0,3.0
DSC_0213.TIF,3,3,4,3.0,,,,,,,3.0,,3.0,3.0
DSC_0214.TIF,1,1,2,6.0,,,,,,6.0,6.0,,6.0,
DSC_0214.TIF,1,1,5,4.0,,,,,,4.0,4.0,,5.0,
DSC_0214.TIF,1,3,3,4.0,,,,,,4.0,3.0,,5.0,
DSC_0214.TIF,1,3,4,6.0,,,,,,6.0,4.0,,6.0,
DSC_0214.TIF,2,2,3,4.0,,,,,,4.0,3.0,,4.0,
DSC_0214.TIF,2,2,4,3.0,,,,,,3.0,2.0,,3.0,
DSC_0214.TIF,3,1,3,1.0,,,,,,1.0,1.0,,2.0,
DSC_0214.TIF,3,1,4,3.0,,,,,,3.0,3.0,,3.0,
DSC_0214.TIF,3,3,2,4.0,,,,,,4.0,3.0,,6.0,
DSC_0214.TIF,3,3,5,4.0,,,,,,4.0,4.0,,6.0,
DSC_0215.TIF,1,1,1,3.0,3.0,,,4.0,,,,2.0,,
DSC_0215.TIF,1,1,2,3.0,4.0,,,3.0,,,,2.0,,
DSC_0215.TIF,1,1,3,5.0,5.0,,,5.0,,,,3.0,,
DSC_0215.TIF,1,1,4,3.0,4.0,,,3.0,,,,2.0,,
DSC_0215.TIF,1,3,2,4.0,4.0,,,4.0,,,,3.0,,
DSC_0215.TIF,1,3,4,3.0,3.0,,,3.0,,,,3.0,,
DSC_0215.TIF,1,3,5,5.0,5.0,,,5.0,,,,4.0,,
DSC_0215.TIF,1,3,6,3.0,4.0,,,3.0,,,,3.0,,
DSC_0215.TIF,2,2,1,0.0,1.0,,,0.0,,,,0.0,,
DSC_0215.TIF,2,2,2,3.0,5.0,,,3.0,,,,3.0,,
DSC_0215.TIF,2,2,3,3.0,3.0,,,3.0,,,,3.0,,
DSC_0215.TIF,2,2,5,2.0,3.0,,,1.0,,,,2.0,,
DSC_0215.TIF,3,1,1,3.0,5.0,,,3.0,,,,3.0,,
DSC_0215.TIF,3,1,2,5.0,6.0,,,5.0,,,,5.0,,
DSC_0215.TIF,3,1,3,5.0,5.0,,,5.0,,,,4.0,,
DSC_0215.TIF,3,1,5,4.0,4.0,,,4.0,,,,3.0,,
DSC_0215.TIF,3,3,3,3.0,3.0,,,3.0,,,,2.0,,
DSC_0215.TIF,3,3,4,4.0,5.0,,,4.0,,,,3.0,,
DSC_0215.TIF,3,3,5,4.0,5.0,,,4.0,,,,3.0,,
DSC_0215.TIF,3,3,6,4.0,5.0,,,4.0,,,,4.0,,
DSC_0216.TIF,1,1,3,4.0,,3.0,,4.0,,4.0,,,,
DSC_0216.TIF,1,1,4,4.0,,4.0,,5.0,,4.0,,,,
DSC_0216.TIF,1,1,5,3.0,,3.0,,4.0,,3.0,,,,
DSC_0216.TIF,1,1,6,3.0,,3.0,,3.0,,3.0,,,,
DSC_0216.TIF,1,3,1,3.0,,3.0,,3.0,,3.0,,,,
DSC_0216.TIF,1,3,2,4.0,,3.0,,5.0,,4.0,,,,
DSC_0216.TIF,1,3,5,2.0,,1.0,,2.0,,3.0,,,,
DSC_0216.TIF,1,3,6,3.0,,3.0,,3.0,,4.0,,,,
DSC_0216.TIF,2,2,1,2.0,,2.0,,2.0,,2.0,,,,
DSC_0216.TIF,2,2,2,3.0,,3.0,,3.0,,2.0,,,,
DSC_0216.TIF,2,2,3,3.0,,3.0,,4.0,,3.0,,,,
DSC_0216.TIF,2,2,4,3.0,,2.0,,3.0,,4.0,,,,
DSC_0216.TIF,3,1,1,3.0,,2.0,,3.0,,4.0,,,,
DSC_0216.TIF,3,1,4,4.0,,3.0,,4.0,,5.0,,,,
DSC_0216.TIF,3,1,5,3.0,,3.0,,3.0,,4.0,,,,
DSC_0216.TIF,3,1,6,4.0,,4.0,,4.0,,5.0,,,,
DSC_0216.TIF,3,3,1,1.0,,1.0,,1.0,,1.0,,,,
DSC_0216.TIF,3,3,2,2.0,,2.0,,3.0,,2.0,,,,
DSC_0216.TIF,3,3,3,3.0,,2.0,,3.0,,3.0,,,,
DSC_0216.TIF,3,3,5,3.0,,2.0,,3.0,,4.0,,,,
DSC_0217.TIF,1,1,1,4.0,,4.0,,,,4.0,3.0,,,
DSC_0217.TIF,1,1,2,3.0,,3.0,,,,4.0,3.0,,,
DSC_0217.TIF,1,1,3,3.0,,3.0,,,,5.0,3.0,,,
DSC_0217.TIF,1,1,5,0.0,,0.0,,,,0.0,0.0,,,
DSC_0217.TIF,1,3,3,0.0,,0.0,,,,,0.0,,,
DSC_0217.TIF,1,3,4,1.0,,1.0,,,,2.0,1.0,,,
DSC_0217.TIF,1,3,5,1.0,,1.0,,,,2.0,1.0,,,
DSC_0217.TIF,1,3,6,1.0,,1.0,,,,1.0,1.0,,,
DSC_0217.TIF,2,2,1,2.0,,2.0,,,,2.0,1.0,,,
DSC_0217.TIF,2,2,2,2.0,,2.0,,,,3.0,2.0,,,
DSC_0217.TIF,2,2,3,2.0,,2.0,,,,3.0,2.0,,,
DSC_0217.TIF,2,2,6,0.0,,0.0,,,,0.0,0.0,,,
DSC_0217.TIF,3,1,1,2.0,,2.0,,,,5.0,2.0,,,
DSC_0217.TIF,3,1,2,2.0,,2.0,,,,4.0,2.0,,,
DSC_0217.TIF,3,1,3,2.0,,2.0,,,,3.0,2.0,,,
DSC_0217.TIF,3,1,6,0.0,,0.0,,,,0.0,0.0,,,
DSC_0217.TIF,3,3,1,2.0,,2.0,,,,2.0,2.0,,,
DSC_0217.TIF,3,3,2,1.0,,1.0,,,,1.0,0.0,,,
DSC_0217.TIF,3,3,3,1.0,,1.0,,,,1.0,,,,
DSC_0217.TIF,3,3,5,0.0,,0.0,,,,0.0,0.0,,,
DSC_0218.TIF,1,1,1,0.0,0.0,,,0.0,,,,0.0,,
DSC_0218.TIF,1,1,4,2.0,3.0,,,2.0,,,,1.0,,
DSC_0218.TIF,1,1,5,3.0,4.0,,,3.0,,,,2.0,,
DSC_0218.TIF,1,1,6,4.0,4.0,,,4.0,,,,3.0,,
DSC_0218.TIF,1,3,1,3.0,3.0,,,3.0,,,,2.0,,
DSC_0218.TIF,1,3,2,3.0,4.0,,,3.0,,,,2.0,,
DSC_0218.TIF,1,3,6,0.0,0.0,,,0.0,,,,0.0,,
DSC_0218.TIF,2,2,1,2.0,4.0,,,2.0,,,,2.0,,
DSC_0218.TIF,2,2,2,3.0,4.0,,,3.0,,,,3.0,,
DSC_0218.TIF,2,2,3,2.0,4.0,,,2.0,,,,2.0,,
DSC_0218.TIF,2,2,5,0.0,0.0,,,0.0,,,,,,
DSC_0218.TIF,3,1,1,0.0,0.0,,,0.0,,,,0.0,,
DSC_0218.TIF,3,1,4,2.0,3.0,,,2.0,,,,2.0,,
DSC_0218.TIF,3,1,5,4.0,4.0,,,4.0,,,,3.0,,
DSC_0218.TIF,3,1,6,4.0,5.0,,,4.0,,,,4.0,,
DSC_0218.TIF,3,3,1,3.0,5.0,,,3.0,,,,3.0,,
