,x,y,sector
209,215.0,134.0,4
210,215.0,131.0,4
211,219.0,127.0,4
212,219.0,117.0,4
213,218.0,116.0,4
214,218.0,113.0,4
215,214.0,109.0,4
216,214.0,99.0,4
217,212.0,97.0,4
218,212.0,96.0,4
219,209.0,96.0,4
220,207.0,94.0,4
221,207.0,90.0,4
222,206.0,89.0,4
223,206.0,88.0,4
224,205.0,87.0,4
225,205.0,86.0,4
226,204.0,85.0,4
227,204.0,84.0,4
228,202.0,82.0,4
229,202.0,79.0,4
230,201.0,78.0,4
231,201.0,77.0,4
232,199.0,75.0,4
233,199.0,74.0,4
234,198.0,74.0,4
235,195.0,71.0,4
236,195.0,70.0,4
237,193.0,70.0,4
238,191.0,68.0,4
239,191.0,65.0,4
240,190.0,64.0,4
241,190.0,63.0,4
242,189.0,62.0,4
243,189.0,61.0,4
244,188.0,61.0,4
245,187.0,60.0,4
246,186.0,60.0,4
247,184.0,58.0,4
248,183.0,58.0,4
249,182.0,57.0,4
250,181.0,57.0,4
251,178.0,54.0,4
252,177.0,54.0,4
253,176.0,53.0,4
254,175.0,53.0,4
255,174.0,52.0,4
256,172.0,52.0,4
257,171.0,51.0,4
258,170.0,52.0,4
259,165.0,52.0,4
260,164.0,51.0,4
261,161.0,51.0,4
262,160.0,52.0,4
263,157.0,52.0,4
264,156.0,53.0,4
265,153.0,53.0,4
266,152.0,54.0,4
267,151.0,54.0,4
268,150.0,55.0,4
269,149.0,55.0,4
270,148.0,56.0,4
271,145.0,56.0,4
272,144.0,57.0,4
273,142.0,57.0,4
274,141.0,58.0,4
275,138.0,58.0,4
276,137.0,59.0,4
277,136.0,59.0,4
278,135.0,60.0,4
279,134.0,60.0,4
280,133.0,61.0,4
281,132.0,61.0,4
282,131.0,62.0,4
283,129.0,62.0,4
284,128.0,63.0,4
285,118.0,63.0,4
286,114.0,59.0,4
287,114.0,47.0,4
288,113.0,46.0,4
289,113.0,44.0,4
290,114.0,43.0,4
291,114.0,41.0,4
292,113.0,40.0,4
293,113.0,25.0,4
294,112.0,24.0,4
295,112.0,14.0,4
296,111.0,13.0,4
297,111.0,6.0,4
298,110.0,5.0,4
299,110.0,3.0,4
300,109.0,2.0,4
301,109.0,1.0,4
302,108.63060686015828,1.0,4
303,108.63060686015831,150.04749340369392,4
304,108.63060686015831,150.04749340369392,5
305,108.63060686015835,276.0,5
306,109.0,276.0,5
307,110.0,275.0,5
308,115.0,275.0,5
309,116.0,274.0,5
310,118.0,274.0,5
311,119.0,273.0,5
312,131.0,273.0,5
313,132.0,272.0,5
314,133.0,272.0,5
315,134.0,271.0,5
316,137.0,271.0,5
317,139.0,269.0,5
318,140.0,269.0,5
319,142.0,267.0,5
320,143.0,267.0,5
321,144.0,266.0,5
322,146.0,266.0,5
323,148.0,264.0,5
324,149.0,264.0,5
325,153.0,260.0,5
326,154.0,260.0,5
327,155.0,259.0,5
328,156.0,259.0,5
329,157.0,258.0,5
330,158.0,258.0,5
331,161.0,255.0,5
332,161.0,254.0,5
333,165.0,250.0,5
334,165.0,249.0,5
335,166.0,248.0,5
336,166.0,247.0,5
337,167.0,246.0,5
338,168.0,246.0,5
339,169.0,245.0,5
340,169.0,244.0,5
341,175.0,238.0,5
342,176.0,238.0,5
343,179.0,235.0,5
344,180.0,235.0,5
345,180.0,234.0,5
346,186.0,228.0,5
347,186.0,227.0,5
348,188.0,225.0,5
349,188.0,224.0,5
350,191.0,221.0,5
351,191.0,220.0,5
352,194.0,217.0,5
353,194.0,216.0,5
354,195.0,215.0,5
355,195.0,214.0,5
356,196.0,213.0,5
357,197.0,213.0,5
358,197.0,212.0,5
359,198.0,211.0,5
360,198.0,210.0,5
361,200.0,208.0,5
362,200.0,207.0,5
363,201.0,206.0,5
364,201.0,204.0,5
365,202.0,203.0,5
366,202.0,202.0,5
367,203.0,201.0,5
368,203.0,200.0,5
369,204.0,199.0,5
370,204.0,198.0,5
371,205.0,197.0,5
372,205.0,195.0,5
373,206.0,194.0,5
374,206.0,192.0,5
375,207.0,191.0,5
376,207.0,188.0,5
377,208.0,187.0,5
378,208.0,177.0,5
379,209.0,176.0,5
380,209.0,175.0,5
381,210.0,174.0,5
382,210.0,173.0,5
383,211.0,172.0,5
384,211.0,171.0,5
385,213.0,169.0,5
386,213.0,168.0,5
387,214.0,167.0,5
388,214.0,166.0,5
389,215.0,165.0,5
390,215.0,162.0,5
391,216.0,161.0,5
392,216.0,156.0,5
393,217.0,155.0,5
394,217.0,153.0,5
395,218.0,152.0,5
396,218.0,150.0474934036939,5
397,108.63060686015831,150.04749340369392,5
